data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
3103711,466,MLI1909,1909.0,"15 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Militia",,4,24,"Western Africa",Mali,Mopti,Djenne,Kewa,Nouhoun-Bozo,14.1678,-4.8937,2,"Menastream; Local sources",Other-local,"On 15 March, presumed Katiba Macina militants assassinated a Dozo militia leader in Nouhoun-Bozo, Djenne, Mopti Region",1,1550780196,MLI
2786260,466,MLI1908,1908.0,"14 March 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,1,"Menastream; Local sources",Other-local,"On 14 March, residents in Koro, Mopti protested against local officials and their ineptitude to solve the intercommunal crisisbetween Dogons and Fulani in the area, they also accused the prefect of being at the root of the problems.",0,1548448844,MLI
2947079,466,MLI1907,1907.0,"14 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani",Subnational,"On 14 March, presumed JNIM militants fired two mortar shells that landed on a civilian house and near the MOC camp in Gao, without causing casualties.",0,1548886560,MLI
3103726,466,MLI1906,1906.0,"12 March 2018",2018,1,"Battle-No change of territory","Military Forces of France","GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Akabar,15.3717,2.0319,2,Menastream,Other,"On 11-12 March, joint forces of Operation Barkhane, GATIA, MSA and the Malian and Nigerien armies carried out operations against the Islamic State in the Greater Sahara in Mali-Niger borderland. In the wake of the operation MSA announced and provided visuals as proof that they had recovered a vehicle and weapons seized from U.S. Green Berets in an earlier attack by ISGS militants in Tongo Tongo, Niger back in October. Seven militants were killed in the operation, three arrested, and four vehicles, 13 motorbikes, arms including rockets, ammunition and other materiel seized. One militiaman was also killed and three others wounded.",4,1550780196,MLI
3103733,466,MLI1905,1905.0,"12 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Militia",,4,24,"Western Africa",Mali,Mopti,Djenne,Kewa,Nouhoun-Bozo,14.1678,-4.8937,2,"Menastream; Local sources",Other-local,"On 12 March, presumed Katiba Macina militants and Dozos clashed between Nouhoun-Bozo and Koa, Cercle of Djenne, Mopti Region not far from Diafarabe, eleven Dozos were killed and others wounded, one militant was also wounded in the clashes.",11,1550780196,MLI
3103738,466,MLI1904,1904.0,"11 March 2018",2018,1,"Violence against civilians","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Diougani,Dioungani,14.3156,-2.7403,2,"Menastream; Local sources",Other-local,"On 11 March, Dogon militiamen killed two Fulani men in the area of Douna-pen, near Dioungani.",2,1550780196,MLI
3103739,466,MLI1903,1903.0,"11 March 2018",2018,1,"Violence against civilians","Dozo Militia",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,"Menastream; Local sources",Other-local,"On 11 March, Dozo militiamen killed ten civilians of the Fulani ethnic group in the hamlet of Diaou, area of Diafarabe.",10,1550780196,MLI
3103740,466,MLI1901,1901.0,"11 March 2018",2018,1,"Battle-No change of territory","Military Forces of France","GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Akabar,15.3717,2.0319,2,Menastream,Other,"On 11-12 March, joint forces of Operation Barkhane, GATIA, MSA and the Malian and Nigerien armies carried out operations against the Islamic State in the Greater Sahara in Mali-Niger borderland. In the wake of the operation MSA announced and provided visuals as proof that they had recovered a vehicle and weapons seized from U.S. Green Berets in an earlier attack by ISGS militants in Tongo Tongo, Niger back in October. Seven militants were killed in the operation, three arrested, and four vehicles, 13 motorbikes, arms including rockets, ammunition and other materiel seized. One militiaman was also killed and three others wounded.",4,1550780196,MLI
2786416,466,MLI1902,1902.0,"11 March 2018",2018,1,"Strategic development","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Madougou,Madougou,14.3992,-3.0788,2,"Menastream; Local sources",Other-local,"Property destruction: On March 11, Dogon militiamen burned three huts and killed two sheep in the village of Madougou.",0,1548448844,MLI
3103748,466,MLI1900,1900.0,"10 March 2018",2018,1,"Violence against civilians","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Bondo,Omo,14.1672,-2.9817,2,"Menastream; Local sources",Other-local,"On 10 March, Dogon militiamen killed two civilians of the Fulani ethnic group in the bush near Omo camp in Koro.",2,1550780196,MLI
3103753,466,MLI1890,1890.0,"09 March 2018",2018,1,"Battle-No change of territory","Military Forces of France","GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Taraterit,15.8597,1.9566,2,"Menastream; RFI; Local sources, Studio Tamani",Other-local,"On 9 March, joint French Barkhane forces, GATIA and MSA raided an ISGS camp located between Taghaterte and Aghazarane Nakhe, southwest of Menaka, killing 15 militants and arresting two others, military materiel was also seized.",15,1550780196,MLI
3103754,466,MLI1891,1891.0,"09 March 2018",2018,1,"Violence against civilians","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Diougani,Mbana,14.4583,-2.8261,2,Menastream,Subnational,"On March 9, Dogon donzos (traditional hunters) attacked and burned the hamlet of Bodewal, near Mbana, one individual was killed in the attack.",1,1550780196,MLI
3103760,466,MLI1887,1887.0,"08 March 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,2,"Menastream; Agence France Presse",Subnational-international,"On March 8, the Malian army conducted a military operation targeting militants in the area of Dialloube, killing ten militants.",10,1550780196,MLI
3103761,466,MLI1889,1889.0,"08 March 2018",2018,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Diougani,Sabere,14.2427,-2.941,1,Menastream,Subnational,"On March 8, Fulani gunmen attacked the village of Sabere Darah, between Koro and Dioungani, Mopti. The attacks targeted the Dogon community, at least four individuals were reported to have been killed. Houses, reserves of crops and sheds burned, and boreholes destroyed.",4,1550780196,MLI
2786534,466,MLI1888,1888.0,"08 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Mopti,Socoura,Nantaka,14.5409,-4.2146,2,"Menastream; Agence France Presse",Subnational-international,"On March 8, four Malian soldiers were killed and two others wounded by the detonation of an IED that struck the vehicle they were travelling near Nantaka, axis Mopti-Dialloube, the IED was presumably planted by JNIM militants.",4,1548448845,MLI
3103763,466,MLI1884,1884.0,"07 March 2018",2018,1,"Battle-No change of territory","GATIA: Imghad Tuareg and Allies Self-Defense Group","MSA: Movement for Azawad Salvation",3,"Islamic State (Greater Sahara)",,2,23,"Western Africa",Mali,Gao,Menaka,Menaka,Akabar,15.3717,2.0319,2,"Menastream; RFI",Other-local,"On 6 March, French forces of Operation Barkhane in cooperation with GATIA and MSA forces raided an ISGS camp in the Menaka region, five ISGS militants were killed, ten arrested, and IEDs, documents and military materiel seized.",5,1550780196,MLI
2786602,466,MLI1886,1886.0,"07 March 2018",2018,1,"Strategic development","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.9045,-4.5599,2,"Agence France Presse; Gao - Infos (Facebook in French)",Other-international,"Property destruction: On March 7, presumed JNIM militants attacked and destroyed heavy equipment at the almost finished dam project in Djenne, the militants gathered all the workers and demanded that they leave the construction site.",0,1548448845,MLI
3103767,466,MLI1899,1899.0,"06 March 2018",2018,1,"Battle-No change of territory","Military Forces of France","GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,Menastream,Other,"On 6 March joint forces of Operation Barkhane, GATIA, MSA were subjected to an attack by presumed ISGS militants in the area south of In-Delimane, supported by Tigre and Gazelle helicopters was the attack repelled and three militants killed.",3,1550780196,MLI
3103774,466,MLI1885,1885.0,"06 March 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,Menastream,Subnational,"On March 6, presumed ISGS militants attacked French Barkhane forces south of In-Delimane, the French forces responded and killed three militants.",3,1550780196,MLI
3103784,466,MLI1882,1882.0,"04 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Mopti,Konna,Kona,14.9462,-3.8931,2,"Menastream; Studio Tamani",Other-subnational,"On March 4, presumed JNIM militants carried out a complex attack against a Malian army convoy between Konna and Bore, the attack was initiated by detonation of an IED followed by gunfire. Four Malian soldiers were wounded in the attack.",0,1550780196,MLI
2786760,466,MLI1883,1883.0,"04 March 2018",2018,1,"Strategic development","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Segou,Niono,Dogofry,Dogofri,14.8059,-6.0182,2,Menastream,Subnational,"Detonation: On March 4, two IED planters presumably deployed by JNIM, were killed while in the process of laying an IED in Dogofry, Segou Region, another IED was discovered and defused in the same area by EOD-team stationed in Niono.",2,1548448845,MLI
2786891,466,MLI1881,1881.0,"01 March 2018",2018,1,"Battle-No change of territory","HCUA: High Council for the Unity of Azawad",,3,"MSA: Movement for Azawad Salvation",,3,33,"Western Africa",Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,1,Menastream,Other-local,"An MSA officer was killed at the market in Talataye, Gao Region amidst clashes with fighters from the HCUA faction of CMA.",1,1548448845,MLI
3103803,466,MLI1877,1877.0,"28 February 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Agence France Presse; RFI",International,"Unknown gunmen shot dead a national guard in Gao, sparking severe communal tensions between the Songhay and Arab communities in the town.",1,1550780196,MLI
2786918,466,MLI1878,1878.0,"28 February 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,2,"Menastream; Agence France Presse",Other-international,"A MINUSMA convoy of the Bangladeshi contingent was struck by an IED near the village of Pattouki on the road linking Boni and Douentza, Mopti Region. Four peacekeepers were killed and four others severely wounded. JNIM claimed responsibility.",4,1548448845,MLI
3146298,466,MLI1879,1879.0,"28 February 2018",2018,1,Riots/Protests,"Rioters (Mali)",,5,,,0,50,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,RFI,International,"Youth burned tires and fired shots in the air furious about the death of a national guard shot dead earlier by unknown gunmen.",0,1551130533,MLI
3103805,466,MLI1880,1880.0,"28 February 2018",2018,1,"Violence against civilians","Unidentified Communal Militia (Mali)",,4,"Civilians (Mali)",,7,47,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,Malinet,Subnational-International,"Unknown gunmen attacked the village of Barisadji near Gao, wounding four villagers. The attack is believed to be a revenge act for the killing of two Arab traders in the neighboring commune of Taboye.",0,1550780196,MLI
2786981,466,MLI1874,1874.0,"27 February 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Tombouctou,Niafunke,Soumpi,Soumpi,15.8436,-4.3255,2,"Panapress; Mali Actu",Subnational-regional,"An armored vehicle of the Swedish MINUSMA contingent was struck by an IED near Soumpi, no casualties were recorde but the vehicle was destroyed. JNIM claimed responsibility.",0,1548448845,MLI
2786982,466,MLI1875,1875.0,"27 February 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Dioura,14.8252,-5.2547,2,"Menastream; Agence France Presse",Other-international,"Six Malian soldiers were killed by the detonation of an IED in the area of Dioura towards Diabaly on the regional border between Segou and Mopti. JNIM claimed responsibility.",6,1548448845,MLI
3103814,466,MLI1873,1873.0,"27 February 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-) Gendarmerie",,1,13,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,1,"Menastream; Agence France Presse",Other-international,"A Water and Forests department agent was killed with a machete in Douentza, Mopti Region, the assailant seized his weapon before taking off.",1,1550780196,MLI
2786983,466,MLI1876,1876.0,"27 February 2018",2018,1,"Strategic development","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Dogon Ethnic Militia (Mali)",,4,44,"Western Africa",Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,1,Menastream,Other-local,"Agreement: A two day intercommunal dialogue to find solutions to the conflict between Fulani and Dogons took place in Koro, the meeting gathered 150 village chiefs, notables and officials among others from 9 of the cercle's communes. The community leaders eventually agreed to a peace agreement between the two communities.",0,1548448845,MLI
3103821,466,MLI1872,1872.0,"26 February 2018",2018,1,"Battle-No change of territory","Military Forces of France","GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Anderamboukane,Anderamboukane,15.4275,3.0175,2,"Menastream; Xinhua",Other-international,"Joint MSA and GATIA forces supported by French forces of Operation Barkhane destroyed an ISGS camp and vehicles, killed 10 ISGS militants including a commander, arrested 6 others and also seized arms and ammunition without sustaining any casualties in their own ranks amidst three rounds of clashes during two days in the Mali-Niger border area, towards Banibangou, while on the Malian side of the border.",5,1550780196,MLI
2787087,466,MLI1898,1898.0,"25 February 2018",2018,2,"Strategic development","Military Forces of France",,8,,,0,80,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,Menastream,Other,"Weapons Seizure: On February 25, French forces of Operation Barkhane discovered rockets and an artisanal launcher while searching a militant camp in the area south of In-Deliman. On March 1, they discovered an cache with IED-making materiel also south of In-Delimane during a reconnaisance mission. The cache contained detonators, cord, transmitters and receivers.",0,1548448845,MLI
